text,cleaned1,sentiment,emotion
dia siapa?,dia siapa,negative,sadness
"Awas bang tar duitnya diminta lagi, btw itu komika cewek kapan sadarnya bang😂",awas bang nanti duitnya diminta lagi berbicara itu komika cewek kapan sadarnya bang,negative,anger
Baru sadar atau emang pura-pura bloon nih?,baru sadar atau memang purapura belum ini,negative,fear
Abis kontrak cak 😂😂,habis kontrak cak,neutral,anger
Tumben lu slim 🔥,tumben kamu kurus,negative,anger
"Habiss sudah uang.nya,, 😂",habiss sudah uangnya,negative,anger
@azizjk_ kontrak apa om yang jelas dong komentar nya,kontrak apa om yang jelas dong komentar nya,negative,anger
e e eettttaattttaaapppiii,e e eettttaattttaaapppiii,positive,sadness
Welcome to anak abah gank 🤙🤙😎😎,welcome to anak ayah gank,neutral,happy
ini kontrak kerjanya uda kelar???,ini kontrak kerjanya sudah selesai,neutral,sadness
"@azrielfazz21 udh jelas hakimnya aja bilang tom lembong ngelanggar peraturan permendag pasal 3 no 117 soal penerbitan izin impor gula yg bikin kerugian negara 194 miliar. mau ngomong tapi kan dia ga nerima dana hasil korupsinya"" liat definisi korupsi aja ""PENYELEWENGAN/PENYALAHGUNAAN UANG NEGARA UNTUNG KEPENTINGAN PRIBADI ATAU ORANG LAIN""  ya jelas ngerugiin negara 194m udh masuk korupsi walau ga dapet jatah.""",sudah jelas hakimnya saja bilang tom lembong melanggar peraturan permendag pasal no soal penerbitan izin impor gula yang bikin kerugian negara miliar mau bicara tapi kan dia tidak terima dana hasil korupsinya lihat definisi korupsi saja penyelewenganpenyalahgunaan uang negara untung kepentingan pribadi atau orang lah iya jelas merugikan negara sama sudah masuk korupsi walau tidak dapat jatah,negative,anger
😂😂,,UNKNOWN,UNKNOWN
Tanggung jawab wir,tanggung jawab wir,positive,happy
"@dananta29 terlalu positif thinking, coki gk nyampe kesana mikirnya",terlalu positif thinking coki tidak sampai kesana memikirnya,negative,sadness
tinggal nunggu paman coki upload 🕺🏻,tinggal menunggu paman coki unggah,neutral,sadness
"bang, banyak yg suda berekspektasi tinggi, jangan di jatuhkan lg 🤣🤣🤣",bang banyak yang sudah berekspektasi tinggi jangan di jatuhkan lagi,negative,sadness
"@rianjuliant_ bukan, tpi krna udh putus kontrak",bukan tapi karena sudah putus kontrak,neutral,sadness
awokawokawok sudah gak ngebuzzer 02 lagi bang?,awokawokawok sudah tidak ngebuzzer lagi bang,negative,sadness
Basi,basi,positive,happy
Adil bang buat keluarganya @gibran_rakabuming,adil bang buat keluarganya,positive,happy
captionnya sarkas bnget😂,captionnya sarkas banget,negative,anger
Why koruptor di bela,kenapa koruptor di bela,negative,anger
"Respect bang!!! Kontrak udah abis, balik kritik lagi🔥",respect bang kontrak sudah habis balik kritik lagi,negative,anger
@muflihin87 pling 2029 juga bakal ngulang kesalahan yg sama,paling juga bakal mengulang kesalahan yang sama,negative,sadness
Gk cair lagi kah?,tidak cair lagi kah,negative,anger
"Respect, walaupun kemarin pilih 02👏",respect walaupun kemarin pilih,negative,sadness
Bahkan seorang CEO Why sampai speak up apa tidak berlebihan hukum negara ini 🙌,bahkan seorang ceo kenapa sampai speak up apa tidak berlebihan hukum negara ini,negative,anger
Ini dia arti dari kata WHY?  yg sebenarnya 🔥,ini dia arti dari kata kenapa yang sebenarnya,negative,love
"@dwicahyo.purn Tidaknada waktu untuk patah hati, termul juga ternyata wkwkw",purna tidaknada waktu untuk patah hati termul juga ternyata wkwk,negative,sadness
bahkan buzzernya sendiri terheran²,bahkan buzzernya sendiri terheran,negative,anger
@azizjk_ Lah gimana si ? Bukannya pinter ya,lah bagaimana sil bukannya pintar iya,negative,anger
@_20_y7 karena beliau pro anis,karena beliau profesional anis,positive,happy
@muflihin87 banyakk artis endorsan yg saat pilpres mendukung kubu 02 hanya untuk kebutuhan sehari sehari . nyatanya mah mereka di tempat nyoblos mereka tidak memilih pasangan prabowo gibran 😂 yg kemakan jadinya kelas menengah ke bawah yg milih 02😂 dan kolega kepentingan nya😂,banyakk artis endorsan yang saat pemilihan presiden mendukung kubu hanya untuk kebutuhan sehari sehari nyatanya adalah mereka di tempat mencoblos mereka tidak memilih pasangan prabowo gibran yang termakan jadinya kelas menengah ke bawah yang memilih dan kolega kepentingan nya,negative,anger
"kok jahat ya, padahal bisa dipotong lagi itu jangan 4,5 taun tapi tangan apa kakiknya aja",kok jahat iya padahal bisa dipotong lagi itu jangan tahun tapi tangan apa kakiknya saja,negative,anger
"Gua cita2 mau jadi menteri trus nnti gua kongkalikong sama mafia impor ,trus nnti gua suruh staf2 gua impor tuh barang,tapi karena gua udah kongkalikong jatah gua bayar  nya dikit2 aja biar gak keliaatan kongkalikong.",saya cita mau jadi menteri terus nanti saya kongkalikong sama mafia impor terus nanti saya suruh staf saya impor itu barang tapi karena saya sudah kongkalikong jatah saya bayar nya sedikit saja biar tidak keliaatan kongkalikong,negative,anger
Mungkin klo ada yang d korupsi vonisnya lebih ringan,mungkin kalau ada yang di korupsi vonisnya lebih ringan,negative,happy
Warisan politik Nusantara dari zaman Majapahit,warisan politik nusantara dari zaman majapahit,neutral,anger
@ren.ren.rainn lah itu Nadiem Makarim apa kabar? Budi arie apa kabar? Dito Ariotedjo apa kabar? Kok ga di vonis oleh hakim?? Kok ga masuk ke persidangan? Padahal lebih jelas mereka yg korupsi bahkan sampai triliunan merugikan negara. Aneh pola pikir anda.,renrainn lah itu nadiem makarim apa kabar budi arie apa kabar dito ariotedjo apa kabar kok tidak di vonis oleh hakim kok tidak masuk ke persidangan padahal lebih jelas mereka yang korupsi bahkan sampai triliunan merugikan negara aneh pola pikir anda,negative,anger
Antum salah satu yg dukung rezim ini heeeyyyy,kalian salah satu yang dukung rezim ini heeeyyyy,negative,happy
58% mulai sadar,mulai sadar,positive,love
👏👏👏,,UNKNOWN,UNKNOWN
"@azizjk_ mau pendukung siapapun kalo di rasa gak benar ,kita wajib speak up, bukan Krn kita dulu dukung Prabowo maka kita harus bela ketika terjadi ketidakadilan di masa pemerintahannya,kita pendukung Prabowo bukan kaum penjilat dan penyepong.",mau pendukung siapapun kalau di rasa tidak benar kita wajib speak up bukan karena kita dulu dukung prabowo maka kita harus bela ketika terjadi ke tidak adilan di masa pemerintahannya kita pendukung prabowo bukan kaum penjilat dan penyepong,negative,anger
gabisa bedain antara sarkas atau beneran,tidak bisa bedakan antara sarkas atau benaran,negative,anger
"@azizjk_ keknya setelah habis masa pemilu, dan mulai keliatan kebijakan yang sama sekali tidak bijak, bang Muslim udah lumayan sering speak up sih bang",sepertinya setelah habis masa pemilihan umum dan mulai kelihatan kebijakan yang sama sekali tidak bijak bang muslim sudah lumayan sering speak up sih bang,negative,sadness
Ig bang tretan di hack nih 🤣,instagram bang tretan di hack ini,negative,happy
"Rest in peace, semoga beliau diterima disisinya 🤲",rest masuk peace semoga beliau diterima disisinya,positive,happy
Kata Mahfud MD dia salah slim.. gak usah fomo ikut2an barang tidak kamu paham slim.,kata mahfud md dia salah kurus tidak perlu fomo ikutan barang tidak kamu paham kurus,negative,anger
"Aku bukan nya prihatin bg nasib tom. Lu masuk sana klau sok baik hbs lu. Lu harus jd jahat jg dsna. Kalau ngk jadi penjahat lu bakalan jadi korban. Udah trima aja 4,5 tahun tom. Buat efek jera bagi yang lain.",aku bukan nya prihatin abang nasib tom kamu masuk sana kalau sok baik habis kamu kamu harus jadi jahat juga disana kalau tidak jadi penjahat kamu akan jadi korban sudah terima kasih saja tahun tom buat efek jera bagi yang lah,negative,anger
"yang jadi masalah itu benar tom Lembong itu trrbukti malukukan tindak korupsi but why only him? what about 2023, 2024 😂",yang jadi masalah itu benar tom lembong itu trrbukti malukukan tindak korupsi mungkin kenapa only him apa about,negative,anger
@muflihin87 Alhamdulillah ada yang sadar 👏 tinggal kalian 58% tanggung jawab turun ke jalan lebih baik lagi 🙌,alhamdulillah ada yang sadar tinggal kalian tanggung jawab turun ke jalan lebih baik lagi,positive,happy
"mancing mania, mantappp 😂",mancing mania mantappp,positive,happy
Akhirnya sadar lau bang,akhirnya sadar kau bang,negative,love
"@rifqi_nad captionnya jelas sih, gada sarkas",captionnya jelas sih tidak ada sarkas,positive,anger
Udah abis kontrak 😂 gak jelas,sudah habis kontrak tidak jelas,negative,anger
hbs kontrak tan ?,habis kontrak tan,neutral,anger
"banyak yg kegocek"" captionnya jelas btw gada sarkas. mungkin duitnya udah ga cair😮""",banyak yang kegocek captionnya jelas berbicara tidak ada sarkas mungkin duitnya sudah tidak cair,negative,anger
Why ultimate kah???,kenapa penghabisan kah,negative,anger
@ren.ren.rainn mending sepong jokowi aja bang sana. Hiduplu cuma jokowi doang sih awowkw.,renrainn lebih baik sepong jokowi saja bang sana hiduplu cuma jokowi doang sih awowkw,negative,anger
#savetomlembong,,UNKNOWN,UNKNOWN
Yang Comment Anak Wabah semuanya..😂,yang komen anak wabah semuanya,negative,anger
𝙼𝚊𝚜𝚒𝚑 𝚝𝚎𝚝𝚊𝚙 𝚝𝚎𝚗𝚊𝚗𝚐 𝚔𝚊𝚕𝚊𝚞 𝚋𝚎𝚕𝚞𝚖 𝚊𝚍𝚊 𝚑𝚞𝚔𝚞𝚖𝚊𝚗 𝚖𝚊𝚝𝚒 𝚞𝚗𝚝𝚞𝚔 𝚔𝚘𝚛𝚞𝚙𝚝𝚘𝚛 𝚍𝚊𝚗 𝚖𝚎𝚗𝚞𝚗𝚐𝚐𝚞 𝚠𝚊𝚔𝚝𝚞 𝚞𝚗𝚝𝚞𝚔 𝚍𝚊𝚝𝚊𝚗𝚐 𝚔𝚎𝚖𝚋𝚊𝚕𝚒,,UNKNOWN,UNKNOWN
"Coki : ta tapii boong""""",coki ta tetapi bohong,negative,anger
Smoga 2029 netral ya cak👏 dah ada alphard kan?,semoga netral iya cak sudah ada alphard kan,neutral,happy
anda tanggungjawab heyy 58%,anda tanggung jawab heyy,neutral,sadness
@azizjk_ apasih.. giliran orang ikut speakup masih lu julidin!!??,apa sih giliran orang ikut speakup masih kamu julidin,negative,anger
Respect bang tretan,respect bang tretan,negative,fear
Aw,aw,positive,sadness
Wkkk kocak,wkkk kocak,positive,happy
@zrzaky21 kan pilihannya dia suci bersih manis baik hati jadi y harus ad yg dituduh😂,kan pilihannya dia suci bersih manis baik hati jadi ya harus ada yang dituduh,positive,sadness
@ke.masss sarkas deh di akun sbeelah kebalikan nya kok😂,masss sarkas deh di akun sbeelah kebalikan nya kok,negative,anger
@se.kutip bener keadilan untuk abah anis,kutip benar keadilan untuk ayah anis,neutral,happy
"Kan anda yg milih dan mempromosikan pemimpin yang sekarang cak, chuakssss 😂😂",kan anda yang memilih dan mempromosikan pemimpin yang sekarang cak chuakssss,negative,anger
BARU SADAR?,baru sadar,negative,sadness
"@nursyamsu.alhafidh kritik nya dr pilpres dek harusnya, telat, masak gasadar kalo udah WHY dr sbelum pilpres",alhafidh kritik nya dari pemilihan presiden adik harusnya terlambat masak enggak sadar kalau sudah kenapa dari sebelum pemilihan presiden,negative,sadness
@abibayu tandanya udah habis kontrak endorse 😆,tandanya sudah habis kontrak endorse,negative,anger
Lagunya menginspirasi untuk tetap menyerah,lagunya menginspirasi untuk tetap menyerah,positive,happy
@cokipardedebebas liattt ini chaakkzz tato doanggg tp chaakzz,lihat ini chaakkzz tato doanggg tapi chaakzz,negative,anger
"@muflihin87 karena mikirnya telat, pdhal udah WHY kali dr sbelum pilpres, kok baru sadar skrg kalo WHY",karena memikirnya terlambat padahal sudah kenapa kali dari sebelum pemilihan presiden kok baru sadar sekarang kalau kenapa,negative,sadness
"@_20_y7 negara ini belom siap beda pendapat ngab, walaupun pendapat elu salah, tapi disini gabisa jadi bahan diskusi. yang ada elu dihujat",negara ini belum siap beda pendapat ngab walaupun pendapat kamu salah tapi di sini tidak bisa jadi bahan diskusi yang ada kamu dihujat,negative,anger
wkwk bisa dua arah nih postingan 🤣🤣,tertawa bisa dua arah ini postingan,neutral,sadness
😹 banyak yg gak ngerti sarkas,banyak yang tidak mengerti sarkas,negative,sadness
@berkah_thriftcell harusnya 7 tahun ya,harusnya tahun iya,negative,sadness
lu kan deket dengan wapres bang,kamu kan dekat dengan wakil presiden bang,positive,anger
Pokoknya ok gass ok gass,pokoknya oke gas oke gas,positive,happy
"Gurihnya Dana Haji, melebihi Gurihnya @bebekcarok",gurihnya dana haji melebihi gurihnya,positive,happy
Ini bukan resep bebek carok bang. Ingat..!! 😂,ini bukan resep bebek carok bang ingat,positive,sadness
@jazimi_syihan tretan ini antara serius ama bercanda ga ada bedanya,tretan ini antara serius sama bercanda tidak ada bedanya,negative,happy
😂😂😂,,UNKNOWN,UNKNOWN
@rhivo_33 whyy,whyy,positive,happy
King of sarkasme,raja of sarkasme,neutral,sadness
@azizjk_ udah habis tentunya😂,sudah habis tentunya,negative,sadness
Dan sayangnya ada Isu seleb Yg mau menutupi,dan sayangnya ada isu selebriti yang mau menutupi,negative,sadness
SARKASNYAA MANTAP 🤣🤣🤣🔥🔥🔥,sarkasnyaa mantap,positive,happy
"Ah kode perlu dikontrak lagi ini kan,satttt😂",ah kode perlu dikontrak lagi ini kan satttt,negative,anger
Hukuman gak masuk akal,hukuman tidak masuk akal,negative,anger
Negara kocak,negara kocak,positive,happy
@ilhamsetya27 @oktaaripradito,,UNKNOWN,UNKNOWN
Baru bangun ????,baru bangun,negative,sadness
Sarkas 😂,sarkas,negative,sadness
Putusan titipan siapa sih ? Hakimnya dibayar apa diancem ?,putusan titipan siapa sih hakimnya dibayar apa diancam,negative,anger
Udah ga disetor uang kah slim dr penguasa?,sudah tidak disetor uang kah kurus dari penguasa,negative,anger
Dapet komisi berapa kakk😂,dapat komisi berapa kakak,neutral,happy
Ini sindiran atau Real Madrid,ini sindiran atau real madrid,neutral,sadness
Bang bukannya lu ....,bang bukannya kamu,negative,anger
🔥🔥🔥...,,UNKNOWN,UNKNOWN
rispek👏,rispek,negative,sadness
Jadi ingat Tan Malaka,jadi ingat tan malaka,neutral,happy
Menyesal kan bang,menyesal kan bang,negative,sadness
@pramudityalfianto ganti donatur mungkin? 🗿,ganti donatur mungkin,neutral,sadness
Ini pilihan anda bebek carok,ini pilihan anda bebek carok,positive,sadness
WHY??? @prabowo @gerindra,kenapa,negative,sadness
🦅🦅🦅,,UNKNOWN,UNKNOWN
"Percuma mas, negara kita emang udah rusak dari nenek moyang..",percuma mas negara kita memang sudah rusak dari nenek moyang,negative,anger
"Fokus jual bebek aja bro, lu ga tau buktinya.",fokus jual bebek saja saudara laki laki kamu tidak tahu buktinya,negative,anger
Kaya gini kok masyarakat dikit² dibilang oposisi,kayak begini kok masyarakat sedikit dibilang oposisi,negative,anger
Kalau gk tau hukum gk ush bahas hukum. Conk...,kalau tidak tahu hukum tidak uh bahas hukum conk,negative,anger
Tapi booong,tapi booong,negative,sadness
🔥✊,,UNKNOWN,UNKNOWN
"Gw feeling bentar lg ada yg jd pahlawan"" yg meluruskan hal ini 😂, kebaca banget ya""",saya feeling sebentar lagi ada yang jadi pahlawan yang meluruskan hal ini kebaca banget iya,negative,happy
"Apakah budgetnya tidak keluar lagi bang, kok belok 😂",apakah budgetnya tidak keluar lagi bang kok belok,negative,sadness
Anjayy bro gak tau kalau itu sarkas,anjayy saudara laki laki tidak tahu kalau itu sarkas,negative,anger
Mancing mania mantap🔥,mancing mania mantap,positive,happy
Blm ngerti nih mksd arah nya kemana,belum mengerti ini maksud arah nya kemana,negative,fear
"Lu pada kalo bilang Ini masalah Keadilan dan gak ada hubungan pilpres 1,2,3"" Secara gak sadar lu sedang membela Oposisi dan menyatakan bahwa Tom jujur, baik dan gak bersalah. Bukan kah begitu? 😂""",kamu pada kalau bilang ini masalah keadilan dan tidak ada hubungan pemilihan presiden secara tidak sadar kamu sedang membela oposisi dan menyatakan bahwa tom jujur baik dan tidak bersalah bukan kah begitu,negative,anger
@ke.masss nah ini,masss nah ini,neutral,sadness
"@galangharunn_ Dan secara gak langsung otak lu berfikir kritis dan bertanya Kok Tom bisa begini? Apa yg ditakutkan?"" 😂""",dan secara tidak langsung otak kamu berpikir kritis dan bertanya kok tom bisa begini apa yang ditakutkan,negative,fear
@azizjk_ pilpres udah lama selesai. siapapun yg mendapat ketidakadilan wajib di dukung bro.,pemilihan presiden sudah lama selesai siapapun yang mendapat ke tidak adilan wajib di dukung saudara laki laki,neutral,anger
HIDUP KORUPTOR,hidup koruptor,negative,anger
Why why why why why,kenapa kenapa kenapa kenapa kenapa,negative,sadness
Why why why,kenapa kenapa kenapa,negative,sadness
Lha kok why 😂 bukan nya dlu anda YES 😂,lah kok kenapa bukan nya dulu anda iya,negative,anger
Lebih drak lagunya si,lebih drak lagunya sil,negative,fear
LAH KOCAK LU,lah kocak kamu,positive,happy
Baru kali ini orang korupsi di bela😂😂,baru kali ini orang korupsi di bela,negative,anger
👏👏👏,,UNKNOWN,UNKNOWN
Bebas transfer kah bang? Next akan berlabuh ke klub mana lagi 🗿,bebas transfer kah bang lanjut akan berlabuh ke klub mana lagi,neutral,sadness
@azizjk_ udah selesai bang mainnya 🙌,sudah selesai bang mainnya,negative,happy
"Wkwkwk ngkak lht blsan komenya😂 mnurutku sih bner mmg buzer ttep salah, ya tpi gmna wktu ud brllu, yg jelas buat keadilan kita ttep hrus suarakan, btw gw dkung anis, tp netral aj, kita nimkatin msa jabatan presiden yang sekarang, jelas yg salah kita wajib kritik sebagai rakyat, ttep menyuarakan kebenaran buat kbaikan negeri kita,",wkwk ngkak lihat blsan komenya mnurutku sih benar memang buzzer tetap salah iya tapi bagaimana waktu sudah brllu yang jelas buat keadilan kita tetap harus suarakan berbicara saya dukung anis tapi netral saja kita nimkatin masa jabatan presiden yang sekarang jelas yang salah kita wajib kritik sebagai rakyat tetap menyuarakan kebenaran buat kbaikan negeri kita,negative,anger
udah putus kontrak ? 😂😂😂,sudah putus kontrak,negative,sadness
Di kambing hitamkan🔥,di kambing hitamkan,negative,fear
#respect 🙌,,UNKNOWN,UNKNOWN
WHYYYYYY,whyyyyyy,positive,happy
Nah ini baru akal kembali sehat 👏,nah ini baru akal kembali sehat,negative,anger
"Bahas di konten YouTube bang, seberapa why nyyaaa😢😢",bahas di konten youtube bang seberapa kenapa nyyaaa,positive,sadness
Lu yang dukung kocakkk,kamu yang dukung kocak,positive,happy
@alvnilham maaf bang,maaf bang,positive,happy
"Hukum lemah dengan uang,
Uang kasta tertinggi dikonoha 🤣",hukum lemah dengan uang uang kasta tertinggi dikonoha,negative,anger
@sudden.absence oposisi yg mna yg byarin???????,absence oposisi yang mana yang byarin,negative,anger
Justice for wkwkwkwkwkwk lembong,justice for wkwkwkwkwkwk lembong,negative,happy
Syukur Alhamdulillah klo sadar bang❤️,syukur alhamdulillah kalau sadar bang,positive,happy
@berkah_thriftcell kan sesuai jadwal pilpres,kan sesuai jadwal pemilihan presiden,neutral,happy
"Mau ngumpat boleh? Mau nyebut alat kelamin boleh, bro @tretanmuslim ? Emang kayak kon-------ci!!!!",mau ngumpat boleh mau menyebut alat kelamin boleh saudara laki laki memang kayak konci,negative,anger
@muflihin87 udah telat.....kalian pemilih wowo adl org2 yg trut andil menghancurkan Negara ini,sudah telatkalian pemilih prabowo adalah orang yang trut andil menghancurkan negara ini,negative,anger
"Loh bang hukum Indonesia sama koruptor mana ada yang berat...? Dimedia nanti pasti bilangnya tersangka berkelakuan baik, koperatif dan bertanggung jawab sama keluarga 😂😂😂😂 Wak taenah ajem roh ro jhilet KA koruptor..",lah bang hukum indonesia sama koruptor mana ada yang berat dimedia nanti pasti bilangnya tersangka berkelakuan baik koperatif dan bertanggung jawab sama keluarga wak taenah ajem roh ro jhilet kakak koruptor,negative,anger
@marufsaifullah 😂,,UNKNOWN,UNKNOWN
🤭,,UNKNOWN,UNKNOWN
SARKASNYA GOKIL,sarkasnya gila,negative,anger
Pengahihan isu ke erika 😂,pengahihan isu ke erika,neutral,sadness
@azkalliqbal pertanyaan basi boss,pertanyaan basi bos,negative,anger
JANCVK TENAN 😂😂😂,jancvk benaran,negative,anger
Tag temanmu bang,tag temanmu bang,positive,happy
@azizjk_ siapapun presidennya keadilan diatas segalanya bagi manusia,siapapun presidennya keadilan di atas segalanya bagi manusia,positive,happy
Nm. Jn. 😢😍,nm jn,negative,sadness
"@rigaz29 harus dikerasin, tapi lawannya megang senpi laras panjang kek mo perang 😢",harus dikerasi tapi lawannya memegang senjata api laras panjang kayak mau perang,negative,anger
Coba tengok mahfud md,coba menjenguk mahfud md,neutral,anger
"Knoa buzer bsa serentak smua ya... Indonesia gelap, peringatan darurat dll Klo kata om @bennix.official.. Smua bsa 1 suara krna ad media n influencer2 d backingi si soros,,,,,, knpa mereka ga turun ke jalan besar2 an lg utk suarakan perampasan aset?... Oh iya bos besar tidak mendukung 😂",knoa buzzer bisa serentak semua iya indonesia gelap peringatan darurat dan lain lain kalau kata om official semua bisa suara karena ada media dan influencer di backingi sil soros kenapa mereka tidak turun ke jalan besar an lagi untuk suarakan perampasan aset oh iya bos besar tidak mendukung,negative,anger
Gua lebih percaya Lord Rangga Sunda Empire😂,saya lebih percaya lord rangga sunda empire,positive,happy
@bg_ajee wah ya ini masih sakit hati pilihanya kalah wkwkwk.,wah iya ini masih sakit hati pilihannya kalah wkwk,negative,sadness
"@uloemmm yasudah nikmati lah,di setiap masa ada yang terbantai,mau lo yapping kek gimana juga ga merubah keadaan",yasudah nikmati lah di setiap masa ada yang terbantai mau kamu yapping kayak bagaimana juga tidak mengubah keadaan,positive,happy
@amdazialim ngapain harus di respect 😂,sedang apa harus di respect,neutral,fear
@ren.ren.rainn lu dibayar berapa sampe bisa komen kayak gini?,renrainn kamu dibayar berapa sampai bisa komen kayak begini,negative,anger
🔥🔥,,UNKNOWN,UNKNOWN
Whyy 🦅,whyy,positive,happy
Cair kah??,cair kah,negative,sadness
Bacot lu,bak bicara kamu,negative,anger
Sarkas pelawak,sarkas pelawak,negative,anger
"@azizjk_ kalo video Gibran yang di pint masih ada, belom berarti",kalau video gibran yang di pint masih ada belum berarti,neutral,fear
@verysuryadi21 ngaco?? Lebih ngaco joget joget sambil teriakan HIDUP JOKOWIII😂 PROGRAM NYE AJA GAK GUNA SEMUA,kacau lebih kacau joget joget sambil teriakan hidup jokowiii program nya saja tidak guna semua,negative,anger
🤡,,UNKNOWN,UNKNOWN
Saya yakin dibelakang kasus Tom Lembong ada kasus kasus lak yang melibatkan mulyono,saya yakin di belakang kasus tom lembong ada kasus kasus lak yang melibatkan mulyono,neutral,fear
Sangat² why,sangat kenapa,negative,sadness
Yang anehnya knapa presiden k 7 gak di hadirkan di pengadilan soalnya yg mendatangani surat import gula kan presiden sendiri 😂,yang anehnya kenapa presiden ke tidak di hadirkan di pengadilan soalnya yang mendatangani surat impor gula kan presiden sendiri,negative,anger
lu kaum 58% tot,kamu kaum tot,negative,anger
Alhamdulillah kembali kejalan yang benar!!😂,alhamdulillah kembali kejalan yang benar,positive,happy
Hidup jokowi,hidup jokowi,positive,happy
"Udh tau nabrak konstitusi, baru nyadar lu?🤣🤣🤣🤣",sudah tahu menabrak konstitusi baru menyadari kamu,negative,anger
Oke gas oke gas,oke gas oke gas,positive,happy
Koruptor di bela😂,koruptor di bela,negative,anger
"beda perlakuan ya lembong sama yg lain, padahal dr 2010 an banyak yg kayak lembong tp netizen ga mgikutin kasusnya cuma bully modal cap koruptor 😂",beda perlakuan iya lembong sama yang lah padahal dari an banyak yang kayak lembong tapi warganet tidak mgikutin kasusnya cuma bully modal cap koruptor,negative,anger
@pramudityalfianto udah dibayar sebelah,sudah dibayar sebelah,neutral,anger
"terlepas dari takhayul politik, dia secara sah kena pasal tipikor. terpidana bisa banding dan kasasi bang",terlepas dari takhayul politik dia secara sah kena pasal tipikor terpidana bisa banding dan kasasi bang,neutral,anger
hidup emoney,hidup emoney,neutral,happy
walaupun udah terlambat tetap lebih baik daripada tidak sadar sama sekali 🔥,walaupun sudah terlambat tetap lebih baik daripada tidak sadar sama sekali,positive,happy
@ichalddoang maksudnya gimana bang? Perasaan postingannya statment jelas gak ada sarkas2nya,maksudnya bagaimana bang perasaan postingannya statment jelas tidak ada sarkasnya,negative,anger
gapapa slim kan udah dibayaar,tidak apa apa kurus kan sudah dibayaar,negative,sadness
@azizjk_ valid,valid,positive,sadness
"@_20_y7 Mulyono sama Gemoy juga napi boy, mana nih Food Estate",mulyono sama gemoy juga narapidana boy mana ini food estate,positive,happy
@faozan_el Ya kan dia cuma post justice for tom lembong kan sarkas itu,iya kan dia cuma surat justice for tom lembong kan sarkas itu,negative,anger
@azizjk_ gini salah gitu salah.,begini salah begitu salah,negative,anger
Chaaksssaa,chaaksssaa,positive,anger
Hidup Jokowi 🔥🔥🔥,hidup jokowi,positive,happy
Ya jangan heran🥀,iya jangan heran,positive,anger
Ayo bg GK ada kata telat buat memihak yg benar,ayo abang tidak ada kata terlambat buat memihak yang benar,positive,anger
Isue apa yg lagi di tutup kah,isu apa yang lagi di tutup kah,negative,anger
lololooo kok bersebrangan dengan partner ente😂,lololooo kok berseberangan dengan partner kamu,negative,anger
"Kenapa cuma 4,5 tahun?",kenapa cuma tahun,negative,sadness
WHY (WIDODO HIDUP YEPPY),kenapa widodo hidup yeppy,negative,sadness
"@bg_ajee halahh percumah ga digubris jg, makin bobrok hukum indo",alah percumah tidak digubris juga makin bobrok hukum indonesia,negative,anger
respek mas mas madura🔥,respek mas mas madura,negative,sadness
Ini lagunya 🔥😂,ini lagunya,neutral,sadness
@azizjk_ bro mengira dalam hal keadilan harus satu kubu 😂,saudara laki laki mengira dalam hal keadilan harus satu kubu,neutral,sadness
Banyak yg gagal faham deh kayanya,banyak yang gagal paham deh sepertinya,negative,sadness
"yg lu pilih jg ngaco, ga usah sok benerr",yang kamu pilih juga kacau tidak perlu sok benar,negative,anger
Uda habis bang kontraknya?,sudah habis bang kontraknya,negative,sadness
@azizjk_ wkwkwk😂,wkwk,positive,happy
Rekrut hakim nya buat anggota bg😂,rekrut hakim nya buat anggota abang,neutral,anger
"Rispek, tapi kalo besok ambil kerjaan ngebuzzer rezim lg gajadi",rispek tapi kalau besok ambil pekerjaan ngebuzzer rezim lagi tidak jadi,negative,anger
Koruptor di bela😂😂,koruptor di bela,negative,anger
"@ren.ren.rainn EH NGENTOT HAKIM AJA BILANG TOM GA NERIMA DANA YA TOLOL, TERUS KORUPSI NYA DIMANA GOBLOK?",renrainn eh ngentot hakim saja bilang tom tidak terima dana iya tolol terus korupsi nya dimana bodoh,negative,anger
Sesama otak koruptor pasti saling bela😂,sesama otak koruptor pasti saling bela,negative,anger
@_20_y7 🐒,,UNKNOWN,UNKNOWN
Uang jilat nya udah gk dpet ya bang,uang jilat nya sudah tidak dapat iya bang,negative,sadness
Ga boong kn bg,tidak bohong kan abang,positive,anger
#justisefortomlembong,,UNKNOWN,UNKNOWN
"Tumben cak..... pendukung berat mas wapres,sadar klo hukum mmg udah amburadul.",tumben cak pendukung berat mas wakil presiden sadar kalau hukum memang sudah amburadul,negative,anger
mantap bang🙌❤️,mantap bang,positive,happy
@azizjk_ kalau dukung apakah gak boleh kritik dan harus dibela?,kalau dukung apakah tidak boleh kritik dan harus dibela,neutral,anger
Bentar lagi mantan bos @gojekindonesia masuk bui pula 😂,sebentar lagi mantan bos masuk bui pula,neutral,sadness
@frandyleo keknya sih gitu bang fand wkwk,sepertinya sih begitu bang fand tertawa,positive,happy
@ren.ren.rainn semoga cepet busuk lu buzzer,renrainn semoga cepat busuk kamu buzzer,negative,sadness
Here we go Real Madrid player 🤺🪽,here we go real madrid player,neutral,happy
Nangisin Drakor ❌️ Nangisin Keadilan ✅️,nangisin drama korea nangisin keadilan,positive,happy
"lahhh, anak nya kan abang dukunggggg",lah anak nya kan abang dukunggggg,negative,sadness
